Date,Patrol Time,Steward name,High Temperature,Weather,Number of observed gorge users,total Number of people obseved violating a rule,Number of person interactions: Alternatives,Number of person interactions: Warnings,Number of person interactions: Directions,Total number of person interactions (Daily),Number of contacts to CUPD,Number of People above Ithaca Falls?,Description of Interactions,Description of notable events,,,,,,,,,,,,
7/18/2020,"11-3pm, 11-7pm","Emily, Hannah",69,"cloudy, grey",58,0,,,,,0,0,Helped a family locate the engineering quad,Most people seem to be in and around Beebe lake; water in the gorges was really high,,,,,,,,,,,,
7/19/2021,11-3pm; 3 -7PM,"Hannah, Phillip",81,Hot and humid,41,0,,,,0,0,0,No violations; no violations,Nothing notable; 2 women showed me a really cool millipede on upper cascadilla trail,,,,,,,,,,,,
7/20/2021,11-7,Hannah,78,"Sunny but not too hot, stormed in the evening.",28,0,,,,,0,0,No violations.,Nothing notable.,,,,,,,,,,,,
7/21/2021,11-5; 3-7,Audrey;Phillip,72,"Clouds, cool breeze",81,0,,,,,0,0,No violations. Gave several families directions.; Weather was a bit too cold for the violators today,Two snakes! ; So many people,,,,,,,,,,,,
7/22/2021,11-3; 3-7,Euna; Emily,79,sunny!,65,0,,,,,0,0,No violations today; helped a man on a bike find the arboretum,"Nothing notable, gorgeous day",,,,,,,,,,,,
7/23/2021,11-3,Hannah,77,Humid but overcast,32,0,,,,,0,0,No violations today.,Nothing notable.,,,,,,,,,,,,
7/24/2021,11-7,Hannah,80,Hot and humid,52,1,,,,,0,0,No violations today.,"Saw three little otter looking creatures below the Thurston ave bridge. A girl hopped the fence in my presence below Horseshoe falls, not sure if that counts as a full violation. ",,,,,,,,,,,,
7/25/2021,"11-3pm, 11-7pm",Euna; Phillip,82,Too Hot!,130,6,,,,,0,0,2 friends swimming in hemlock gorge area (on 2 separate occasions); 2 people laying on the ground near water below suspension bridge. Explained to a family that Cascadilla was still closed,Very hot day; lots of people; a good day to be alive!,,,,,,,,,,,,
7/26/2021,11am-7pm,Hannah,83,Hot,74,2,,,,,0,0,"2 people drinking at Hemlock gorge, guy asked me what hours we patrol. I hit him with ""we've always got an eye out""",Saw a dead snake :(,,,,,,,,,,,,
7/27/2021,"11am-3pm, 3-7","Emily, Hannah",90,"Hot and sunny, then stormy",47,0,,,,,0,0,No violations today,Saw the great blue heron at Beebe!!,,,,,,,,,,,,
7/28/2021,11-7,Audrey,78,Sunshine,98,2,,,,,0,0,Two people and an unleashed dog under the Thurston Ave. bridge,Near marker BT-114 there is a dead animal (groundhog?) floating next to shore... saw him last week but couldn't tell if it was a rock/something that is always there. Now it's decaying and smelly.,,,,,,,,,,,,
7/29/2021,11-7,Hannah,75,cloudy and a bit windy,52,0,,,,,0,0,Unleashed dog at Beebe lake,Nothing notable.,,,,,,,,,,,,
7/30/2021,11-3,Audrey,67,"Mostly cloudy, patches of sun",67,0,,,,,0,0,No violations. Gave directions to a few families.,,,,,,,,,,,,,
7/31/2021,11-3; 3-7,"Emily; Phillip, Hannah",72,Sunny and Beautiful.,157,0,,,,,0,0,"Showed a family a deer and her fawn in Risley Gorge, they asked about hunting on campus; Helped a family take a picture on the stone bridge",Most people I have seen at the gorges so far this summer!,,,,,,,,,,,,
8/1/2021,11-7,Phillip,70,Beautify then heavy rain throughout the day,61,0,,,,,0,0,No violations. Helped a family find Beebe Lake from the cascadilla gorge,Such a great day and then rainy nd colder and not so great :(.,,,,,,,,,,,,
8/2/2021,11-3;,Audrey,76,Sunny,76,0,,,,,0,0,no violations. Helped a few families with directions,"Saw the mink again, on land, close to the coe canoes.",,,,,,,,,,,,
8/3/2021,3-7,Phillip,78,sunny,70,1,,,,,0,0,"Saw one person swimming in lower cascadilla, asked them to leave and they did",,,,,,,,,,,,,
8/4/2021,"11-3, 3-7","Audrey, Phillip",79,Sunny,98,0,,,,,0,0,No violations today,Dead animal on trail at marker B-114- Botanic Gardens heroes swooped in to save the day. Very beautiful day outside. I am excited for them to finish paving the road in front of Risley Hall!,,,,,,,,,,,,
8/5/2021,11-3,Audrey,,Sunny,64,4,,,,,0,0,"2 people on bikes on Beebe trails. They thought they were on the Botanic Gardens' biking trails (is that a thing?), one person in an awesome camp chair perched on a little ledge below the stone bridge, one person with a dog off-leash",Lots of really chatty folks out sightseeing today. It was fun talking with them. :),,,,,,,,,,,,
8/6/2021,"11-3, 3/7/2021","Phillip, Hannah",81,sunny,96,0,,,,,0,0,No violations today,Saw a deer near Mann Library while I was on the Beebe Lake trail!,,,,,,,,,,,,
8/7/2021,11-7,Hannah,81,Sunny and hot,71,0,,,,,0,0,No violations today,,,,,,,,,,,,,
8/8/2021,11-7,Hannah,81,sunny,92,0,,,,,0,0,No violations today,,,,,,,,,,,,,
8/9/2021,"11-2, 3-7","Audrey, Phillip",85,"Hot, sunny",139,2,,,,,0,0,"A dad and small kid swimming in the bottom falls at Cascadilla, left after speaking to them",I think college students are returning by the masses!,,,,,,,,,,,,
8/10/2021,9-11;11-3;6:15-8:15,"Phillip, Audrey, Phillip",88,"Humid, cloudy at first then full sun",97,3,,,,,0,0,3 college students swimming at Hmlock gorge. They happily left after I spoke with them,,,,,,,,,,,,,
8/11/2021,11-6; 8-9,Phillip,90,HOT,76,0,,,,,0,0,No violations spotted,,,,,,,,,,,,,
8/12/2021,11-3,Audrey,90,"Hot, humid, quick rain shower early",70,0,,,,,0,0,No violations,,,,,,,,,,,,,
8/13/2021,11-3,Audrey,92,"Hot. Sunny, then partly cloudy",53,0,,,,,0,0,no violations,,,,,,,,,,,,,
8/16/2021,11-3,Audrey,80,"overcast, less hot!",105,1,,,,,0,0,"woman in the bottom falls at Cascadilla, hopped out after I spoke with her",,,,,,,,,,,,,
8/17/2021,11-3,Audrey,82,"sprinkles, cloudy and humid",57,0,,,,,0,0,no violations,"Animals ruled the day. I saw a pet pig on the suspension bridge. Also saw deer, groundhogs, and a fox! ",,,,,,,,,,,,
8/18/2021,11-3,Audrey,77,sprinkles turned to real rain,22,0,,,,,0,0,no violations,The water is roaring today!,,,,,,,,,,,,
8/19/2021,12:15-3,Audrey,80,"misty, drizzle, rain",17,0,,,,,0,0,no violations,,,,,,,,,,,,,
8/20/2021,11-7,Phillip,82,Cloudy,111,2,,,,,0,0,2 students swimming in hemlock gorge,Lots of people for Cornell Move in!!,,,,,,,,,,,,
8/21/2021,11-7,Phillip,82,Cloudy with rain in early afternoon,97,0,,,,,0,0,no violations,Lots of people for Cornell Move in!!,,,,,,,,,,,,
8/22/2021,11-7,Phillip,81,Partly Sunny,90,0,,,,,0,0,no violations,One kid fell off his skateboard in the parking garage. Had to deploy some WFA skills,,,,,,,,,,,,
8/23/2021,"11-3pm, 3-7","euna, Hannah",81,some sun but some rain showers,132,2,,,,,0,0,two kids past the railing at hemlock gorge,Nothing notable happened today.,,,,,,,,,,,,
8/24/2021,"11-3pm, ","Phillip, Hannah",83,Sunny,94,4,,,,,0,0,A group of 4 swimming in Risley gorge,Nothing notable happened today.,,,,,,,,,,,,
8/25/2021,3-7,Hannah,90,hot and humid,65,0,,,,,0,0,no violations,nothing notable happened today.,,,,,,,,,,,,
8/26/2021,"11-3, 3-7","Audrey, Hannah",89,mostly cloudy,143,0,,,,,0,0,no violations,nothing notable happened today.,,,,,,,,,,,,
8/27/2021,11-2:40;3:30-7:15,Phillip,80,Mostly cloudy w a quick shower,150,0,,,,,0,0,no violations,Lots's of ppl outside walking after classes let out this PM. Love to see it!,,,,,,,,,,,,
8/28/2021,"11-4, 4:30-7",Hannah,81,partly sunny,86,0,,,,,0,0,no violations,nothing notable happened today.,,,,,,,,,,,,
8/29/2021,11-3pm; 3PM-7PM,Euna; Phillip,84,humid and partly cloudy,164,3,,,,,0,0,1 unleashed pup and 2 people climbing the big cascadilla gorge falls,lots of poeple all over! great last day. Hope to continue again next summer!,,,,,,,,,,,,
5/31/2020,11-3pm,Danni,54,sunny,106,4,,,,,,,,,,,,,Number of person interactions: Warnings,Number of person interactions: Directions,Total number of person interactions (Daily),Number of contacts to CUPD,"People above Ithaca Falls? (estimate how many, include zero if observed)","Trail Issues: Name, location, problem",Stewardship activities conducted (type and location),Description of notable events
,3-7pm,Chris,52,"Mostly sunny, breezy",,,,,,,,,,,,,,,,1,,,,"Chain link section missing from Horeshoe Falls overlook, people have created a path to the waterfall.",Picked up garbage on trails first lap.,
6/1/2020,11-3pm,Sarah,66,Overcast,157,0,,,,,,,1) Trail from south end of Beebe to Nevin Welcome Center becoming overgrown with beech. 2) Culvert under trail blocked and trail erroded. North side of Cascadilla under Rhodes Hall.,,,,,,,,2,,,,,
,3-7pm,Rob,66,Overcast,,,,,,,,,,,,,,,,,,,,,,
6/2/2020,11-3pm,Chris,67,"overcast, light rain shower",108,1,,,,,,,,,,,,,,,0,,,1) Trail from south end of Beebe to Nevin Welcome Center becoming overgrown with beech. 2) Culvert under trail blocked and trail erroded. North side of Cascadilla under Rhodes Hall.,,
,3-7pm,Ben,67,some sun some rain on/off,,,,,,,,0,"Emailed Mike: Chain link section missing from Horeshoe Falls overlook, people have created a path to the waterfall.",,,,,,,,,,,,,
6/3/2020,11-3pm,Andrew,72,sunny,60,3,,,,,,4,,,,,,,,,0,,,,,
,3pm-7pm,Danni,74,"muggy, rain at 6pm",,,,,,,,,"1) Wire tree protection on ground, not on tree. Near orange fence/land slide near Sackett Foot Bridge. 2) Woolly adelgid at bottom of Risley Trail. 3) Poison ivy encroaching stairs on Risley Trail.",,,,,,,,,,0,"Emailed Mike: Chain link section missing from Horeshoe Falls overlook, people have created a path to the waterfall.",,
6/4/2020,11-3pm,Rob,85,sunny,55,0,,,,,,0,"Sign at base of Horseshoe falls trail fairly beat up, not sure whether from rock/tree fall or from vandalism. Suggestion for when replacing sign: Listing the 4 names (with permision*) rather than saying ""4 people"" would likely affect behavior more. *Which seems reasonabe to asssume might be granted given that the Gorge Safety program is officially named after one of them.",,,,,,,,1,,4,,,
,3-7pm,Ben,82,sunny,,,,,,,,,,,,,,,,,,,,"1) Wire tree protection on ground, not on tree. Near orange fence/land slide near Sackett Foot Bridge. 2) Woolly adelgid at bottom of Risley Trail. 3) Poison ivy encroaching stairs on Risley Trail.",,
6/5/2020,11-3pm,Sarah,80,sunny,105,3,,,,,,,,,,,,,,,0,,0,"Sign at base of Horseshoe falls trail fairly beat up, not sure whether from rock/tree fall or from vandalism.  Suggestion for when replacing sign: Listing the 4 names (with permision*) rather than saying ""4 people"" would likely affect behavior more. *Which seems reasonabe to asssume might be granted given that the Gorge Safety program is officially named after one of them.",,
,3pm-7pm,Danni,84,sunny,,,,,,,,,,,,,,,,,,,,,,
6/6/2020,11-3pm,Andrew,75,Beautiful,171,26,,,,,1,0,,,,,,,,,3,,,,,
,3pm-7pm,Ben,79,"Mostly sunny, breezy",,,,,,,,,,,,,,,,6,,,,,,
6/7/2020,11-3pm,Chris,68,sunny,237,6,,,,,,,,,,,,,,,30,1,0,,,
,3-7pm,Rob,68,Sunny,,,,,,,,,,,,,,,,,,,,,,
6/8/2020,11-3pm,Sarah,70,sunny,125,0,,,,,,,,,,,,,,,0,,,,,
,3-7pm,Chris,72,sunny,,,,,,,,,graffiti above Ithaca Falls FLOYD 2020,,,,,,,,,,,,,
6/9/2020,11-3pm,Sarah,85,"hot, humid",78,5,,,,,,,,,,,,,,,0,,,,,
,3pm-7pm,Danni,83,"hot, humid",,,,,,,,,,,,,,,,,,,,graffiti above Ithaca Falls FLOYD 2020,,
6/10/2020,11-3pm,Andrew,89,sunny,61,9,,,,,,0,,,,,,,,,6,,,,,
,3-7pm,Ben,89,Mostly sunny,,,,,,,,,,,,,,,,,,,,,,
6/11/2020,11-3pm,Danni,75,"partly cloudy, light breeze, perfect!",91,9,,,,,,,"1) New stone work under trail is being under cut. Fall Creek south rim, under Chi Psi, by light post ""S2/B7""",,,,,,,,7,,0,,,
,3pm-7pm,Rob,79,"Partly sunny, breezy",,,,,,,,,,,,,,,,,,,,,,
6/12/2020,11-3pm,Andrew,70,sunny,182,3,,,,,,,Part of the retaining wall has collapsed. North side of Cascadilla Creek under the tennis courts.,,,,,,,,1,,,"1) New stone work under trail is being under cut. Fall Creek south rim, under Chi Psi, by light post ""S2/B7""",,
,3pm-7pm,Rob,72,Sunny,,,,,,,,,,,,,,,,,,,,,,
6/13/2020,11-3pm,Sarah,56,sunny and beautiful!,182,20,,,,,,,,,,,,,,,3,,,Part of the retaining wall has collapsed. North side of Cascadilla Creek under the tennis courts.,,
,3pm-7pm,Danni,62,sunny and beautiful!,,,,,,,,,,,,,,,,,,,,,,
6/14/2020,11-3pm,Chris,64,sunny and beautiful!,158,20,,,,,,0,,,,,,,,,8,,,,,
,3pm-7pm,Ben,65,Sunny with a breeze,,,,,,,,,,,,,,,,,,,,,,
6/15/2020,11-3pm,Andrew,,Sunny,147,10,,,,,,,"Grafitti near Lower entrance to Cascadilla ""Defund"" ""Abolish Police"" Took pictures emailed to Mike Roberts 6/16 CL",,,,,,,,2,,0,,,
,3-7pm,Chris,74,Sunny and Hot!,,,,,,,,,,,,,,,,,,,,,,
6/16/2020,11-3pm,Sarah,73,Sunny,133,12,,,,,1,,"Base of falls beneath Schwarz, Guy had set up a hammock across the creek, needed to be reminded of the rules. Called CUPD for a woman at the base of Triphammer Falls, met with CUPD they will handle it.",,,,,,,,2,,,"Grafitti near Lower entrance to Cascadilla ""Defund"" ""Abolish Police""  Took pictures emailed to Mike Roberts 6/16 CL",,
,3pm-7pm,Chris,74,,,,,,,,,,,,,,,,,,,,,,,
6/17/2020,11-3pm,Sarah,80,,53,0,,,,,,,,,,,,,,,7,1,,"Base of falls beneath Schwarz, Guy had set up a hammock across the creek, needed to be reminded of the rules.  Called CUPD for a woman at the base of Triphammer Falls, met with CUPD they will handle it.",,
,3-7pm,,,humid then thunderstorms,,,,,,,,,,,,,,,,,,,,,,
6/18/2020,11-3pm,Sarah,,sunny humid,2,1,,,,,,0,,,,,,,,,4,,,,,
,3-7pm,Ben,79,humid then thunderstorms,,,,,,,,,,,,,,,,,,,,,,
6/19/2020,11-3pm,Andrew,75,Mostly sunny,51,11,,,,,,0,,,,,,,,,1,,0,,,Driven off by thunderstorms
,3pm-7pm,Ben,75,humid then thunderstorms,,,,,,,,,,,,,,,,,,,,,,
6/20/2020,11-3pm,Danni,78,"Hot, humid, uncomfortable",122,7,,,,,,0,,,,,,,,,9,,0,,,Driven off by thunderstorms
,3-7pm,Ben,78,Sunny,,,,,,,,,,,,,,,,,,,,,,
6/21/2020,11-3pm,chris,88,partly cloudy,106,6,,,,,,,,,,,,,,,0,,0,,,Driven off by thunderstorms
,3pm-7pm,Danni,84,"Mostly cloudy, few showers",,,,,,,,,,,,,,,,,,,,,,
6/22/2020,11-3pm,Andrew,89,Mostly sunny,77,5,,,,,,,,,,,,,,,8,,,,,
,3pm-7pm,Rob,89,HUMID!!!!! Tough,,,,,,,2,,,,,,,,,,,,,,,
6/23/2020,11-3pm,Danni,84,Mostly sunny,63,11,,,,,,,,,,,,,,,5,,,,,
,3-7pm,Chris,89,Mostly Sunny,,,,,,,,,,,,,,,,,,2,,,,
6/24/2020,11-3pm,Rob,78,"sunny, thunderstorm",85,0,,,,,,,,,,,,,,,6,,,,,
,3pm-7pm,Josh,79,"sunny, thunderstorm",,,,,,,,,,,,,,,,,,,,,,
6/25/2020,11-3pm,Andrew,78,,83,2,,,,,,,,,,,,,,,2,,,,,
,3-7pm,Josh,78,,,,,,,,,,,,,,,,,,,,,,,
6/26/2020,11-3pm,Rob,,Humid!!!!!! Just finished raining,0,0,,,,,,,,,,,,,,,10,,,,,
,3-7pm,Ben,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2020,11am-3pm,Chris,78,"humid, sunny, rain shower",54,2,,,,,,,,,,,,,,,0,,,,,
,3pm-7pm,Ben,,"humid, hot breeze",,,,,,,,,,,,,,,,,,,,,,
6/28/2020,11-3pm,Andrew,80,,191,13,,,,,,,,,,,,,,,0,,,,,
,3-7pm,Chris,84,,,,,,,,,,,,,,,,,,,,,,,
,,,,Part Cloudy,0,0,,,,,,,,,,,,,,,0,,,,,
,,,,Hot and Humid!,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,11-2pm,Josh,85,Part Cloudy,213,17,,,,,,,,,,,,,,,0,,,,,
7/3/2020,2:30pm- 6:30pm,Chris,89,"hot, sunny",,,,,,,,,"Cascadilla was super busy, and tons of people off the trail, some right on top of waterfalls.",,,,,,,,,,,,,
7/4/2020,11-2pm,Josh,85,sunny,294,36,,,,,,,,,,,,,,,26,,,,,
7/4/2020,2:30pm- 6:30pm,Andrew (2:30-4:30),88,Hot and humid,,,,,,,,,,,,,,,,,,,,"Cascadilla was super busy, and tons of people off the trail, some right on top of waterfalls.",,
7/5/2020,11-2pm,Danni,80,Hot and Sunny,217,6,,,,,,,,,,,,,,,28,,,,,
7/5/2020,2:30pm- 6:30pm,Chris,89,Hot and Sunny,,,,,,,,,,,,,,,,,,,,,,
7/6/2020,1-6:30pm,Josh,90,"Mostly sunny, heat advisory",115,5,,,,,,,,,,,,,,,3,,,,,
7/6/2020,2:30pm- 6:30pm,Josh,90,"Mostly sunny, heat advisory",,,,,,,,0,,,,,,,,,,,,,,
7/7/2020,11-2pm,Ben,85,"Mostly sunny, heat advisory",111,4,,,,,,,,,,,,,,,,,,,,
7/7/2020,2:30pm- 6:30pm,Rob,85,"Some sun, rained for a bit then humid",,,,,,,,,,,,,,,,,15,,0,,,
7/8/2020,11-2pm,Rob,85,"Sunny, heat advisory",129,10,,,,,,,,,,,,,,,,,,,,
7/8/2020,2:30pm- 6:30pm,Danni,88,Hot and Humid,,,,,,,,,,,,,,,,,,,,,,
7/9/2020,11-2pm,Rob,93,,76,6,,,,,,,,,,,,,,,,,,,,
7/9/2020,2:30pm- 6:30pm,Chris,96,Partly cloudy,,,,,,,,,,,,,,,,,6,,,,,
7/10/2020,11-2pm,Andrew,80,Partly cloudy,146,10,,,,,,,,,,,,,,,,,,,,
7/10/2020,2:30pm- 6:30pm,Josh,83,sun rain sun,,12,,,,,,,,,,,,,,,,,,,,
7/11/2020,11-2pm,Marcus,82,Sunny,83,25,,,,,,,On the risley trail someone took down chain link to get down to the water. I put it back but maybe it can be tightened?,,,,,,,,,,,,,"Stopped soume youths from jumping off the Beebe Lake bridge, exciting!"
7/11/2020,2:30pm- 4:00pm,Danni,83,Sunny,,,,,,,,,,,,,,,,,13,,,,,
7/12/2020,11-2pm,Danni,79,sunny and humid,214,38,,,,,,,witnessed huge rockfall on lower cascadilla near the middle bridge. goat path further undercut,,,,,,,,,,,On the risley trail someone took down chain link to get down to the water. I put it back but maybe it can be tightened?,,
7/12/2020,2:30pm- 6:30pm,Mark,89,Partly sunny,,3,,,,,,,,,,,,,,,24,,,,,
7/13/2020,11-2pm,Chris,78,Sunny,163,17,,,,,,,"just as i was giving up hope for humanity watching all the people w/o masks, i came across two folks who had collected a huge bag of trash!",,,,,,,,,,,witnessed huge rockfall on lower cascadilla near the middle bridge.  goat path further undercut,,
7/13/2020,2:30pm- 6:30pm,Mark,80,sunny,,,,,,,,,,,,,,,,,19,,,,,
7/14/2020,11-2pm,Danni,73,sunny,147,3,,,,,,0,,,,,,,,,,,,"just as i was giving up hope for humanity watching all the people w/o masks, i came across two folks who had collected a huge bag of trash!",,
7/14/2020,2:30pm- 6:30pm,Ben,73,Mostly sunny,,,,,,,,,,,,,,,,,,,,,,
7/15/2020,11-2pm,Andrew,84,Cloudy,147,9,,,,,,,,,,,,,,,,,0,,,
7/15/2020,2:30pm- 6:30pm,Rob,86,Overcast. Showers.,,,,,,,,,"Pulled a rusty folding trail setup in the gorge (on dry rock) near the lower Cascadilla gorge gate, put on side of trail for removal",,,,,,,,0,,,,,
7/16/2020,11-2pm,Josh,75,Mostly sunny,138,3,,,,,,,,,,,,,,,,,,,,
7/16/2020,2:30pm- 6:30pm,Rob,77,Sunny,,,,,,,,,,,,,,,,,11,,,"Pulled a rusty folding trail setup in the gorge (on dry rock) near the lower Cascadilla gorge gate, put on side of trail for removal",,
7/17/2020,11-2pm,Rob,86,Sunny,165,42,,,,,,,kicked a bunch of folks out of the swimming hole behind the tennis courts. one of which was a prof of the land use planning committe who was not happy,,,,,,,,,,,,,
7/17/2020,2:30pm- 6:30pm,Mark,81,Sunny. Heat advisory.,,,,,,,,7,"saw 2 people walking upstream from Ezra's tunnel, called them out from Stewart Ave bridge. Went back 10 min later and saw a different party of 5 in same spot. Called them out, and later saw them at East Shore Park.",,,,,,,,8,,,,,
7/18/2020,11-2pm,Josh,85,hot sunny,174,37,,,,,,,,,,,,,,,,,,kicked a bunch of folks out of the swimming hole behind the tennis courts. one of which was a prof of the land use planning committe who was not happy,picked upa lot of really gross trash lower CG,
7/18/2020,2:30pm- 6:30pm,Rob,89,"Humid,hot Tstorms at 5:15",,,,,,,1,,,,,,,,,,,,7,"saw 2 people walking upstream from Ezra's tunnel, called them out from Stewart Ave bridge. Went back 10 min later and saw a different party of 5 in same spot. Called them out, and later saw them at East Shore Park.",,A couple of family groups caught swimming in Cascadilla Gorge swim holes who clearly set out to go swim there.
7/19/2020,11-2pm,Andrew,94,mostly sunny,175,20,,,,,,,Caught out in the storm and enjoyed doing Lightning Drill with Caroline Campbell at Bebee,,,,,,,,56,,,,,
7/19/2020,2:30pm- 6:30pm,Chris,98,partly cloudy,,,,,,,,,,,,,,,,,,1,,,,
7/20/2020,11-2pm,Andrew,85,"humid, sunny",160,1,,,,,,,,,,,,,,,16,,,Caught out in the storm and enjoyed doing Lightning Drill with Caroline Campbell at Bebee,,
7/20/2020,2:30pm- 6:30pm,Josh,89,"humid, cloudy",,,,,,,,,,,,,,,,,,,,,,
7/21/2020,11-2pm,Ben,79,HUMID! Impending rain,189,3,,,,,,,,,,,,,,,,,,,,"One guy, when asked to not wade in the middle of a waterfall was happy to comply because I was ""cool about it"""
7/21/2020,2:30pm- 6:30pm,Andrew,79,"humid, cloudy",,,,,,,,,,,,,,,,,15,,,,,
7/22/2020,11-2pm,Chris,82,hot humid impenidng tstorms,122,5,,,,,,,,,,,,,,,,,,,,
7/22/2020,2:30pm- 6:30pm,Danni,84,,,,,,,,,,,,,,,,,,,,,,,
7/23/2020,11-2pm,Chris,86,Humid,32,0,,,,,,,,,,,,,,,,,,,picked up trash,
7/23/2020,2:30pm- 6:30pm,Andrew,,Hot and Humid,,,,,,,,,small tree down by snee hall foot bridge,,,,,,,,5,,,,,
7/24/2020,11-2pm,Danni,78,hot,149,2,,,,,,8,,,,,,,,,,,,,,
7/24/2020,2:30pm- 6:30pm,Chris,84,,,,,,,,,,,,,,,,,,,,,small tree down by snee hall foot bridge,,
7/25/2020,11-2pm,Chris,82,warm some wind,87,2,,,,,,,,,,,,,,,,,8,,,
7/25/2020,2:30pm- 6:30pm,Andrew,,sunny,,,,,,,,,,,,,,,,,0,,,,,
7/26/2020,11-2pm,Danni,82,"sunny, windy",201,21,,,,,1,7,,,,,,,,,,,,,,
7/26/2020,2:30pm- 6:30pm,Mark,89,"partly cloudy (feels like 107""",,,,,,,,,,,,,,,,,2,,,,,
7/27/2020,11-2pm,Andrew,93,mostly sunny,96,13,,,,,1,8,,,,,,,,,,1,7,,,"7 people above Ithaca Falls, three ignored me whistling from the bridge, called CU PD. Came across FIVE people at the swimming hole behind the faculty tennis courts, all were COE instructors! Found a hockey puck with ""Trup is Sewage"" on it and labeled Cornell Hockey. People continue to not wear masks on lower cascadilla, some are clearly tourists. Picked up a lot of trash in lower cascadilla, including a box of whipped cream chargers, which I suppose is nitrous oxide gas.  Guess they were laughing too much after hufing that to remember to cary out their trash!"
7/27/2020,2:30pm- 6:30pm,Josh,95,Mostly sunny,,,,,,,,,,,,,,,,,29,,,,,
7/28/2020,11-2pm,Andrew,84,Mostly cloudy,147,7,,,,,,3,"Tree down on fence. North rim Fall Creek, right by tennis courts, west of Risley.",,,,,,,,,1,8,,,"4 people emerging from tunnel, turned back when I told them to. 4 people standing on a wet ledge under the falls between Stewart and Suspension bridges. I called CUPD right away, because I doubt they could have heard me. I walked across gorge below Horseshoe to pick up trash and knock over cairns and saw one more person and dog tucked in under stairs."
7/28/2020,2:30pm- 6:30pm,Rob,84,,,,,,,,,,,,,,,,,,,,,,,
7/29/2020,11-2pm,Rob,85,"Cloudy, then rain",54,0,,,,,,,,,,,,,,,,,3,"Tree down on fence. North rim Fall Creek, right by tennis courts, west of Risley.",,
7/29/2020,2:30pm- 6:30pm,Chris,,Sun and Rain,,,,,,,,2,,,,,,,,,7,,,,,
7/30/2020,11-2pm,Josh,77,sunny,139,7,,,,,,,,,,,,,,,,,,,"Didnt Steward.  did the CUPD zoom call, then oncoming Tstorms.",
7/30/2020,2:30pm- 6:30pm,Mark,80,Sunny,,,,,,,,,,,,,,,,,,,2,,,"Saw two guys in orange shirts and work pants just outside of ezra's tunnel, perhaps working on resealing the gate?"
7/31/2020,11-2pm,Andrew,84,,171,7,,,,,,2,,,,,,,,,,,,,,
7/31/2020,2:30pm- 6:30pm,Rob,84,partly cloudy,,,,,,,,,,,,,,,,,25,,,,,
,,,,Sunny,,,,,,,,,,,,,,,,,,,2,,,
8/1/2020,11-2pm,Josh,86,"Cloudy, then rain",309,1,,,,,,4,,,,,,,,,7,,,,,
8/1/2020,2:30pm- 6:30pm,Ben,86,Sunny and Humid,,,,,,,,,"Upper Cascadilla (the flat trail) - trash in gorge including a shopping cart, box, broom, and bag of stuff - located near Kessel rock and bench",,,,,,,,,,,,,
8/2/2020,11-2pm,Josh,85,sunny,168,20,,,,,,5,"First time I've ben verbally attacked.  Three high school age boys with skateboards preparing to swim in cascadilla, two blonde, maybe brothers, one dark long hair. kicked them out twice, second time they were swearing and challenging my authority / legitimacy, it was pretty funny, actually.",,,,,,,,,,4,,,
8/2/2020,2:30pm- 6:30pm,Mark,88,partly cloudy,,,,,,,,,,,,,,,,,,,,"Upper Cascadilla (the flat trail) - trash in gorge including a shopping cart, box, broom, and bag of stuff - located near Kessel rock and bench",,
8/3/2020,11-2pm,Andrew,83,RAIN OUT,160,5,,,,,1,2,,,,,,,,,,,5,"First time I've ben verbally attacked.  Three high school age boys with skateboards preparing to swim in cascadilla, two blonde, maybe brothers, one dark long hair. kicked them out twice, second time they were swearing and challenging my authority / legitimacy, it was pretty funny, actually.",,
8/3/2020,2:30pm- 6:30pm,Danni,82,RAIN OUT,,,,,,,,,,,,,,,,,,,,,,
8/4/2020,11-2pm,Danni,,,0,0,,,,,,,,,,,,,,,,1,2,,picked up trash,
8/4/2020,2:30pm- 6:30pm,Mark,,partly cloudy,,,,,,,,,,,,,,,,,,,,,,
8/5/2020,11-2pm,Chris,,beautiful,126,4,,,,,,,,,,,,,,,,,,,,
8/5/2020,2:30pm- 6:30pm,Josh,76,Sunny,,3,,,,,,,,,,,,,,,,,,,,
8/6/2020,11-2pm,Chris,77,,186,11,,,,,1,12,,,,,,,,,,,,,,People from PRI were filming regarding geology
8/6/2020,2:30pm- 6:30pm,Danni,76,cloudy,,,,,,,,,,,,,,,,,,,,,,
8/7/2020,11-2pm,Chris,,Sunny,132,11,,,,,,5,,,,,,,,,,1,12,,picked up trash,
8/7/2020,2:30pm- 6:30pm,Josh,79,partly cloudy,,,,,,,,,,,,,,,,,,,,,,
8/8/2020,11-2pm,Danni,76,sunny,336,20,,,,,1,4,,,,,,,,,,,5,,,
8/8/2020,2:30pm- 6:30pm,Josh,83,sunny,,,,,,,,5,,,,,,,,,,,,,,
